Generation,Fitness
1,228476.53732321627
2,203411.06591332122
3,197024.4195710549
4,180586.16251961724
5,180586.16251961724
6,178461.59462052913
7,172343.63426918158
8,162575.31060021376
9,160302.2569528524
10,147448.67713329912
11,147448.67713329912
12,139469.4146255355
13,139469.4146255355
14,139469.4146255355
15,139469.4146255355
16,132683.1151469924
17,132644.0803627428
18,120550.30721123528
19,120550.30721123528
20,120550.30721123528
21,120550.30721123528
22,120550.30721123528
23,115242.54597110522
24,113609.67422101209
25,113609.67422101209
26,113609.67422101209
27,105750.50507960955
28,105750.50507960955
29,105750.50507960955
30,105750.50507960955
31,105750.50507960955
32,105750.50507960955
33,105750.50507960955
34,105750.50507960955
35,102747.47348811758
36,102747.47348811758
37,102747.47348811758
38,102747.47348811758
39,102747.47348811758
40,102747.47348811758
41,102747.47348811758
42,102747.47348811758
43,102191.64346203028
44,102191.64346203028
45,102191.64346203028
46,102191.64346203028
47,93151.42967560026
48,91404.17353997761
49,91404.17353997761
50,91404.17353997761
51,91404.17353997761
52,91404.17353997761
53,91404.17353997761
54,91404.17353997761
55,91404.17353997761
56,91404.17353997761
57,91404.17353997761
58,90932.09520137066
59,90932.09520137066
60,90932.09520137066
61,90932.09520137066
62,90932.09520137066
63,90932.09520137066
64,90932.09520137066
65,90932.09520137066
66,90932.09520137066
67,90932.09520137066
68,90932.09520137066
69,90932.09520137066
70,90932.09520137066
71,90932.09520137066
72,90932.09520137066
73,90932.09520137066
74,90932.09520137066
75,90932.09520137066
76,90932.09520137066
77,90932.09520137066
78,90932.09520137066
79,90932.09520137066
80,90932.09520137066
81,90096.0681181998
82,90096.0681181998
83,90096.0681181998
84,90096.0681181998
85,90096.0681181998
86,90096.0681181998
87,90096.0681181998
88,90096.0681181998
89,90096.0681181998
90,90096.0681181998
91,90096.0681181998
92,90096.0681181998
93,90096.0681181998
94,90096.0681181998
95,90096.0681181998
96,90096.0681181998
97,90096.0681181998
98,90096.0681181998
99,90096.0681181998
100,90096.0681181998
101,90096.0681181998
102,90096.0681181998
103,90096.0681181998
104,90096.0681181998
105,90096.0681181998
106,90096.0681181998
107,90096.0681181998
108,90096.0681181998
109,90096.0681181998
110,90096.0681181998
111,90096.0681181998
112,90096.0681181998
113,90096.0681181998
114,90096.0681181998
115,90096.0681181998
116,90096.0681181998
117,90096.0681181998
118,90096.0681181998
119,90096.0681181998
120,90096.0681181998
121,90096.0681181998
122,90096.0681181998
123,90096.0681181998
124,90096.0681181998
125,84467.37676285728
126,84467.37676285728
127,84467.37676285728
128,84467.37676285728
129,84467.37676285728
130,84467.37676285728
131,84467.37676285728
132,84467.37676285728
133,84467.37676285728
134,84467.37676285728
135,84467.37676285728
136,84467.37676285728
137,84467.37676285728
138,84467.37676285728
139,84467.37676285728
140,84467.37676285728
141,84467.37676285728
142,84467.37676285728
143,84467.37676285728
144,84467.37676285728
145,84467.37676285728
146,84467.37676285728
147,84467.37676285728
148,84467.37676285728
149,84467.37676285728
150,84467.37676285728
151,84467.37676285728
152,84467.37676285728
153,84467.37676285728
154,84467.37676285728
155,84467.37676285728
156,84467.37676285728
157,84467.37676285728
158,84467.37676285728
159,84467.37676285728
160,84467.37676285728
161,84467.37676285728
162,84467.37676285728
163,84467.37676285728
164,84467.37676285728
165,84467.37676285728
166,77405.19668900747
167,77405.19668900747
168,77405.19668900747
169,77405.19668900747
170,77405.19668900747
171,77405.19668900747
172,77405.19668900747
173,77405.19668900747
174,77405.19668900747
175,77405.19668900747
176,77405.19668900747
177,77405.19668900747
178,77405.19668900747
179,77405.19668900747
180,77405.19668900747
181,77405.19668900747
182,77405.19668900747
183,77405.19668900747
184,77405.19668900747
185,77405.19668900747
186,77405.19668900747
187,77405.19668900747
188,77405.19668900747
189,77405.19668900747
190,77405.19668900747
191,77405.19668900747
192,77405.19668900747
193,77405.19668900747
194,77405.19668900747
195,77405.19668900747
196,77405.19668900747
197,77405.19668900747
198,77405.19668900747
199,77405.19668900747
200,77405.19668900747
201,77405.19668900747
202,77405.19668900747
203,77405.19668900747
204,77405.19668900747
205,77405.19668900747
206,77405.19668900747
207,77405.19668900747
208,77405.19668900747
209,77405.19668900747
210,77405.19668900747
211,77405.19668900747
212,77405.19668900747
213,77405.19668900747
214,77405.19668900747
215,77405.19668900747
216,77405.19668900747
217,77405.19668900747
218,77011.56779333805
219,77011.56779333805
220,77011.56779333805
221,77011.56779333805
222,77011.56779333805
223,77011.56779333805
224,77011.56779333805
225,77011.56779333805
226,71549.43488676795
227,71549.43488676795
228,71549.43488676795
229,71549.43488676795
230,71549.43488676795
231,71549.43488676795
232,71549.43488676795
233,69934.38347757893
234,69934.38347757893
235,69934.38347757893
236,69934.38347757893
237,69934.38347757893
238,69934.38347757893
239,69934.38347757893
240,69934.38347757893
241,69934.38347757893
242,69934.38347757893
243,69934.38347757893
244,69934.38347757893
245,69934.38347757893
246,69934.38347757893
247,69934.38347757893
248,69934.38347757893
249,69934.38347757893
250,69934.38347757893
251,69934.38347757893
252,69934.38347757893
253,69934.38347757893
254,69934.38347757893
255,69934.38347757893
256,69934.38347757893
257,69934.38347757893
258,69934.38347757893
259,69934.38347757893
260,69934.38347757893
261,69934.38347757893
262,69934.38347757893
263,69934.38347757893
264,69934.38347757893
265,69934.38347757893
266,69934.38347757893
267,69934.38347757893
268,69934.38347757893
269,69934.38347757893
270,69934.38347757893
271,69934.38347757893
272,69934.38347757893
273,69934.38347757893
274,69934.38347757893
275,69934.38347757893
276,69934.38347757893
277,69934.38347757893
278,69934.38347757893
279,69934.38347757893
280,69934.38347757893
281,69934.38347757893
282,69934.38347757893
283,69934.38347757893
284,69934.38347757893
285,69934.38347757893
286,69934.38347757893
287,69934.38347757893
288,69934.38347757893
289,69934.38347757893
290,69934.38347757893
291,69934.38347757893
292,69934.38347757893
293,69934.38347757893
294,69934.38347757893
295,69934.38347757893
296,69934.38347757893
297,69934.38347757893
298,69934.38347757893
299,69934.38347757893
300,69934.38347757893
301,69934.38347757893
302,69934.38347757893
303,69934.38347757893
304,69934.38347757893
305,69934.38347757893
306,69934.38347757893
307,69934.38347757893
308,69934.38347757893
309,69934.38347757893
310,69934.38347757893
311,69934.38347757893
312,69934.38347757893
313,69934.38347757893
314,69934.38347757893
315,69934.38347757893
316,69934.38347757893
317,69934.38347757893
318,69934.38347757893
319,69934.38347757893
320,69934.38347757893
321,69934.38347757893
322,69934.38347757893
323,69934.38347757893
324,69934.38347757893
325,69934.38347757893
326,69934.38347757893
327,69934.38347757893
328,69934.38347757893
329,69934.38347757893
330,69934.38347757893
331,69934.38347757893
332,69934.38347757893
333,69934.38347757893
334,69934.38347757893
335,69934.38347757893
336,69934.38347757893
337,69934.38347757893
338,69934.38347757893
339,69934.38347757893
340,69934.38347757893
341,69934.38347757893
342,69934.38347757893
343,69934.38347757893
344,69227.83678958706
345,69227.83678958706
346,69227.83678958706
347,69227.83678958706
348,69227.83678958706
349,69227.83678958706
350,69227.83678958706
351,69227.83678958706
352,69227.83678958706
353,69227.83678958706
354,69227.83678958706
355,69227.83678958706
356,69227.83678958706
357,69227.83678958706
358,69227.83678958706
359,69227.83678958706
360,69227.83678958706
361,69227.83678958706
362,69227.83678958706
363,69227.83678958706
364,69227.83678958706
365,69227.83678958706
366,69227.83678958706
367,69227.83678958706
368,69227.83678958706
369,69227.83678958706
370,69227.83678958706
371,69227.83678958706
372,69227.83678958706
373,69227.83678958706
374,69227.83678958706
375,69227.83678958706
376,69227.83678958706
377,69227.83678958706
378,69227.83678958706
379,69227.83678958706
380,69227.83678958706
381,69227.83678958706
382,69227.83678958706383,69227.83678958706
384,69227.83678958706
385,69227.83678958706
386,69227.83678958706
387,69227.83678958706
388,69227.83678958706
389,69227.83678958706
390,69227.83678958706
391,69227.83678958706
392,69227.83678958706
393,69227.83678958706
394,69227.83678958706
395,69227.83678958706
396,69227.83678958706
397,69227.83678958706
398,69227.83678958706
399,69227.83678958706
400,69227.83678958706
401,69227.83678958706
402,69227.83678958706
403,69227.83678958706
404,69227.83678958706
405,69227.83678958706
406,69227.83678958706
407,69227.83678958706
408,69227.83678958706
409,69227.83678958706
410,69227.83678958706
411,69227.83678958706
412,69227.83678958706
413,69227.83678958706
414,69227.83678958706
415,69227.83678958706
416,69227.83678958706
417,69227.83678958706
418,69227.83678958706
419,69227.83678958706
420,69227.83678958706
421,69227.83678958706
422,69227.83678958706
423,69227.83678958706
424,69227.83678958706
425,69227.83678958706
426,69227.83678958706
427,69227.83678958706
428,69227.83678958706
429,69227.83678958706
430,69227.83678958706
431,69227.83678958706
432,69227.83678958706
433,69227.83678958706
434,69227.83678958706
435,69227.83678958706
436,69227.83678958706
437,69227.83678958706
438,69227.83678958706
439,69227.83678958706
440,69227.83678958706
441,69227.83678958706
442,69227.83678958706
443,69227.83678958706
444,69227.83678958706
445,69227.83678958706
446,69227.83678958706
447,69227.83678958706
448,69227.83678958706
449,69227.83678958706
450,69227.83678958706
451,69227.83678958706
452,69227.83678958706
453,69227.83678958706
454,69227.83678958706
455,69227.83678958706
456,69227.83678958706
457,69227.83678958706
458,69227.83678958706
459,69227.83678958706
460,69227.83678958706
461,69227.83678958706
462,69227.83678958706
463,69227.83678958706
464,69227.83678958706
465,69227.83678958706
466,69227.83678958706
467,69227.83678958706
468,69227.83678958706
469,69227.83678958706
470,69227.83678958706
471,69227.83678958706
472,69227.83678958706
473,69227.83678958706
474,69227.83678958706
475,69227.83678958706
476,69227.83678958706
477,69227.83678958706
478,69227.83678958706
479,69227.83678958706
480,69227.83678958706
481,69227.83678958706
482,69227.83678958706
483,69227.83678958706
484,69227.83678958706
485,69227.83678958706
486,69227.83678958706
487,69227.83678958706
488,69227.83678958706
489,69227.83678958706
490,69227.83678958706
491,69227.83678958706
492,69227.83678958706
493,69227.83678958706
494,69227.83678958706
495,69227.83678958706
496,69227.83678958706
497,69227.83678958706
498,69227.83678958706
499,69227.83678958706
500,69227.83678958706
501,69227.83678958706
502,69227.83678958706
503,69227.83678958706
504,69227.83678958706
505,69227.83678958706
506,69227.83678958706
507,69227.83678958706
508,69227.83678958706
509,69227.83678958706
510,69227.83678958706
511,69227.83678958706
512,69227.83678958706
513,69227.83678958706
514,69227.83678958706
515,69227.83678958706
516,69227.83678958706
517,69227.83678958706
518,69227.83678958706
519,64962.526020737045
520,64962.526020737045
521,64962.526020737045
522,64962.526020737045
523,64962.526020737045
524,64962.526020737045
525,64962.526020737045
526,64962.526020737045
527,64962.526020737045
528,64962.526020737045
529,64962.526020737045
530,64962.526020737045
531,64962.526020737045
532,64962.526020737045
533,64962.526020737045
534,64962.526020737045
535,64962.526020737045
536,64962.526020737045
537,64962.526020737045
538,64962.526020737045
539,64962.526020737045
540,64962.526020737045
541,64962.526020737045
542,64962.526020737045
543,64962.526020737045
544,64962.526020737045
545,64962.526020737045
546,64962.526020737045
547,64962.526020737045
548,64962.526020737045
549,64962.526020737045
550,64962.526020737045
551,64962.526020737045
552,64962.526020737045
553,64962.526020737045
554,64962.526020737045
555,64962.526020737045
556,64962.526020737045
557,64962.526020737045
558,64962.526020737045
559,64962.526020737045
560,64962.526020737045
561,64962.526020737045
562,64962.526020737045
563,64962.526020737045
564,64962.526020737045
565,64962.526020737045
566,64962.526020737045
567,64962.526020737045
568,64962.526020737045
569,64962.526020737045
570,64962.526020737045
571,64962.526020737045
572,64962.526020737045
573,64962.526020737045
574,64962.526020737045
575,64962.526020737045
576,64962.526020737045
577,64962.526020737045
578,64962.526020737045
579,64962.526020737045
580,64962.526020737045
581,64962.526020737045
582,64962.526020737045
583,64962.526020737045
584,64962.526020737045
585,64962.526020737045
586,64962.526020737045
587,64962.526020737045
588,64962.526020737045
589,61065.19411959528
590,61065.19411959528
591,61065.19411959528
592,61065.19411959528
593,61065.19411959528
594,61065.19411959528
595,61065.19411959528
596,61065.19411959528
597,61065.19411959528
598,61065.19411959528
599,61065.19411959528
600,61065.19411959528
601,61065.19411959528
602,61065.19411959528
603,61065.19411959528
604,61065.19411959528
605,61065.19411959528
606,61065.19411959528
607,60876.181668580655
608,60876.181668580655
609,60876.181668580655
610,60876.181668580655
611,60876.181668580655
612,60876.181668580655
613,60876.181668580655
614,60876.181668580655
615,60876.181668580655
616,60876.181668580655
617,60876.181668580655
618,60876.181668580655
619,60876.181668580655
620,60876.181668580655
621,60876.181668580655
622,60876.181668580655
623,60876.181668580655
624,60876.181668580655
625,60876.181668580655
626,60876.181668580655
627,60876.181668580655
628,60876.181668580655
629,60876.181668580655
630,60876.181668580655
631,60876.181668580655
632,60876.181668580655
633,60876.181668580655
634,60876.181668580655
635,60876.181668580655
636,60876.181668580655
637,60876.181668580655
638,60876.181668580655
639,60876.181668580655
640,60876.181668580655
641,60876.181668580655
642,60876.181668580655
643,60876.181668580655
644,60876.181668580655
645,60876.181668580655
646,60876.181668580655
647,60876.181668580655
648,60876.181668580655
649,60876.181668580655
650,60876.181668580655
651,60876.181668580655
652,60876.181668580655
653,60876.181668580655
654,60876.181668580655
655,60876.181668580655
656,60876.181668580655
657,60876.181668580655
658,60876.181668580655
659,60876.181668580655
660,60876.181668580655
661,60876.181668580655
662,60876.181668580655
663,60876.181668580655
664,60876.181668580655
665,60876.181668580655
666,60876.181668580655
667,60876.181668580655
668,60876.181668580655
669,60876.181668580655
670,60876.181668580655
671,60876.181668580655
672,60876.181668580655
673,60876.181668580655
674,60876.181668580655
675,60876.181668580655
676,60876.181668580655
677,60876.181668580655
678,60876.181668580655
679,60876.181668580655
680,60876.181668580655
681,60876.181668580655
682,60876.181668580655
683,60876.181668580655
684,60876.181668580655
685,60876.181668580655
686,60876.181668580655
687,60876.181668580655
688,60876.181668580655
689,60876.181668580655
690,60876.181668580655
691,60876.181668580655
692,60876.181668580655
693,60876.181668580655
694,60876.181668580655
695,60876.181668580655
696,60876.181668580655
697,60876.181668580655
698,60876.181668580655
699,60876.181668580655
700,60876.181668580655
701,60876.181668580655
702,60876.181668580655
703,60876.181668580655
704,60876.181668580655
705,60876.181668580655
706,60876.181668580655
707,60876.181668580655
708,60876.181668580655
709,60876.181668580655
710,60876.181668580655
711,60876.181668580655
712,60876.181668580655
713,60876.181668580655
714,60876.181668580655
715,60876.181668580655
716,60876.181668580655
717,60876.181668580655
718,60876.181668580655
719,60876.181668580655
720,60876.181668580655
721,60876.181668580655
722,60876.181668580655
723,60876.181668580655
724,60876.181668580655
725,60876.181668580655
726,60876.181668580655
727,60876.181668580655
728,60876.181668580655
729,60876.181668580655
730,60876.181668580655
731,60876.181668580655
732,60876.181668580655
733,60876.181668580655
734,60876.181668580655
735,60876.181668580655
736,60876.181668580655
737,60876.181668580655
738,60876.181668580655
739,60876.181668580655
740,60876.181668580655
741,60876.181668580655
742,60876.181668580655
743,60876.181668580655
744,60876.181668580655
745,60876.181668580655
746,60876.181668580655
747,60876.181668580655
748,60876.181668580655
749,60876.181668580655
750,60876.181668580655
751,59373.14682123426
752,59373.14682123426
753,59373.14682123426
754,59373.14682123426
755,59373.14682123426
756,59373.14682123426
757,59373.14682123426
758,59361.1792485516
759,59361.1792485516
760,59361.1792485516
761,59361.1792485516
762,59361.1792485516
763,59361.1792485516
764,59361.1792485516
765,59361.1792485516
766,59361.1792485516
767,59361.1792485516
768,59361.1792485516
769,59361.1792485516
770,59361.1792485516
771,59361.1792485516
772,59361.1792485516
773,59361.1792485516
774,59361.1792485516
775,59361.1792485516
776,59361.1792485516
777,59361.1792485516
778,59361.1792485516
779,59361.1792485516
780,59361.1792485516
781,59361.1792485516
782,59361.1792485516
783,59337.355588552084
784,59337.355588552084
785,59337.355588552084
786,59337.355588552084
787,59337.355588552084
788,59337.355588552084
789,59337.355588552084
790,59337.355588552084
791,59337.355588552084
792,58173.277441076934
793,58173.277441076934
794,58173.277441076934
795,58173.277441076934
796,58173.277441076934
797,58173.277441076934
798,58173.277441076934
799,58173.277441076934
800,58173.277441076934
801,58173.277441076934
802,58173.277441076934
803,58173.277441076934
804,58173.277441076934
805,58173.277441076934
806,58173.277441076934
807,58173.277441076934
808,58173.277441076934
809,58173.277441076934
810,58173.277441076934
811,58173.277441076934
812,58173.277441076934
813,58173.277441076934
814,58173.277441076934
815,58173.277441076934
816,58173.277441076934
817,58173.277441076934
818,58173.277441076934
819,58173.277441076934
820,58173.277441076934
821,58173.277441076934
822,58173.277441076934
823,58173.277441076934
824,58173.277441076934
825,58173.277441076934
826,58173.277441076934
827,58173.277441076934
828,58173.277441076934
829,58173.277441076934
830,58173.277441076934
831,58173.277441076934
832,58173.277441076934
833,58173.277441076934
834,58173.277441076934
835,58173.277441076934
836,58173.277441076934
837,58173.277441076934
838,58173.277441076934
839,58173.277441076934
840,58173.277441076934
841,58173.277441076934
842,58173.277441076934
843,58173.277441076934
844,58173.277441076934
845,58173.277441076934
846,58173.277441076934
847,58173.277441076934
848,58173.277441076934
849,58173.277441076934
850,57034.7347523106
851,57034.7347523106
852,57034.7347523106
853,57034.7347523106
854,57034.7347523106
855,57034.7347523106
856,57034.7347523106
857,57034.7347523106
858,57034.7347523106
859,57034.7347523106
860,57034.7347523106
861,57034.7347523106
862,57034.7347523106
863,57034.7347523106
864,57034.7347523106
865,57034.7347523106
866,57034.7347523106
867,57034.7347523106
868,57034.7347523106
869,57034.7347523106
870,57034.7347523106
871,57034.7347523106
872,57034.7347523106
873,57034.7347523106
874,57034.7347523106
875,57034.7347523106
876,57034.7347523106
877,57034.7347523106
878,57034.7347523106
879,57034.7347523106
880,57034.7347523106
881,57034.7347523106
882,57034.7347523106
883,57034.7347523106
884,57034.7347523106
885,57034.7347523106
886,57034.7347523106
887,57034.7347523106
888,57034.7347523106
889,57034.7347523106
890,57034.7347523106
891,57034.7347523106
892,57034.7347523106
893,57034.7347523106
894,57034.7347523106
895,57034.7347523106
896,57034.7347523106
897,57034.7347523106
898,57034.7347523106
899,57034.7347523106
900,57034.7347523106
901,57034.7347523106
902,57034.7347523106
903,57034.7347523106
